Auto parts for foreign cars,Auto repair and maintenance (SRT),Alcoholic drinks,Pharmacy,Banks,Fast food,Delivery of ready meals,Womens clothing,Cafe,Cosmetics / Perfume,Nail studios,Vegetables / Fruits,Hairdressers,Payment terminals,Postamats,Grocery stores,Points for issuing online orders,Restaurants,Insurance, Supermarkets,Flowers,Tire Service,population,bus_stop,subway_entrance,tram_stops,primary,primary_link,secondary,secondary_link,tertiary,residential,motorway,unclassified,target
0,0,0,2,0,3,0,0,0,2,0,0,0,7,0,0,1,0,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,95.33333333333331
0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30652.666666666668
0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,528,0,0,0,0,0,0,0,0,0,0,0,1162.1666666666663
0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,321,0,0,0,0,0,0,0,0,0,0,0,2963.333333333333
0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,375,0,0,0,0,0,0,0,0,0,0,0,116.35
0,0,0,0,0,0,0,0,0,3,0,0,0,4,2,0,0,0,0,4,0,0,654,0,0,0,0,0,0,0,0,0,0,0,84.75
0,0,0,0,0,2,0,0,1,4,0,2,2,6,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14452.166666666666
0,0,0,0,0,2,0,0,1,4,0,2,2,6,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.33333333333333
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.33333333333334
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,5,0,0,451,0,0,0,0,0,0,0,0,0,0,0,80.83333333333333
0,0,0,2,0,11,2,14,0,3,0,8,0,5,0,1,1,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,75.2
0,0,2,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,528,0,0,0,0,0,0,0,0,0,0,0,6947.0
2,0,0,0,1,0,4,11,1,1,1,0,2,0,3,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,104.5
0,0,0,0,2,0,0,0,0,0,0,0,0,2,3,0,1,0,0,2,0,0,398,0,0,0,0,0,0,0,0,0,0,0,31721.0
0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,120,0,0,0,0,0,0,0,0,0,0,0,5670.666666666666
0,0,0,0,0,3,0,17,0,3,1,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.5
0,0,0,0,0,8,2,25,4,2,0,0,0,0,0,1,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11998.833333333334
0,0,0,0,0,8,2,25,4,2,0,0,0,0,0,1,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,85.45
0,0,0,2,1,1,0,0,0,0,2,2,4,1,0,0,0,0,0,2,1,0,154,0,0,0,0,0,0,0,0,0,0,0,25635.0
0,0,0,4,0,6,2,35,3,6,2,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12009.166666666666
0,0,0,4,0,6,2,35,3,6,2,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,76.6
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,514,0,0,0,0,0,0,0,0,0,0,0,1061.3333333333333
0,0,0,2,7,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,716,0,0,0,0,0,0,0,0,0,0,0,33090.16666666667
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1023,0,0,0,0,0,0,0,0,0,0,0,56.55
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,163,0,0,0,0,0,0,0,0,0,0,0,548.6666666666666
0,0,0,2,0,2,2,3,0,6,2,0,1,3,0,0,1,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.81666666666666
0,0,0,0,0,0,0,0,1,0,6,0,2,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17561.0
0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1325.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24696.500000000004
1,0,0,0,0,3,0,1,4,0,7,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13970.833333333336
0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,4,1,0,418,0,0,0,0,0,0,0,0,0,0,0,2478.5
0,0,0,2,0,2,0,0,0,0,0,5,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.23333333333333
0,0,0,4,0,2,2,6,0,2,0,1,0,3,4,0,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,70.1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426.0
0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,225,0,0,0,0,0,0,0,0,0,0,0,1132.0
0,0,0,0,0,1,3,95,3,10,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29698.166666666664
0,0,0,0,0,1,3,95,3,10,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.5
0,0,0,0,0,0,0,6,1,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,560.6666666666666
0,0,0,2,1,2,0,13,0,0,1,0,0,3,0,0,0,0,0,0,0,0,394,0,0,0,0,0,0,0,0,0,0,0,10876.333333333332
0,0,0,2,1,2,0,13,0,0,1,0,0,3,0,0,0,0,0,0,0,0,394,0,0,0,0,0,0,0,0,0,0,0,76.96666666666667
0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,931,0,0,0,0,0,0,0,0,0,0,0,7527.0
0,0,0,2,0,3,0,28,0,7,1,2,0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13572.0
0,0,0,2,0,3,0,28,0,7,1,2,0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.1
0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10656.666666666666
0,0,0,2,0,0,0,0,1,0,1,0,1,0,2,1,0,0,0,0,0,0,653,0,0,0,0,0,0,0,0,0,0,0,1924.1666666666667
0,0,0,0,1,2,0,8,0,3,1,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11835.666666666666
0,0,0,0,1,2,0,8,0,3,1,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,103.83333333333334
1,0,0,2,0,1,3,4,0,0,1,1,3,0,1,1,2,0,0,4,1,1,331,0,0,0,0,0,0,0,0,0,0,0,76.76666666666668
0,0,2,0,0,6,0,14,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16788.166666666668
1,0,0,2,0,0,0,0,0,2,0,0,0,2,1,0,0,0,1,2,0,0,1080,0,0,0,0,0,0,0,0,0,0,0,9539.5
0,0,0,2,3,0,0,1,0,0,0,0,2,1,0,0,2,0,0,0,0,0,1126,0,0,0,0,0,0,0,0,0,0,0,46.23333333333333
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,782,0,0,0,0,0,0,0,0,0,0,0,58.016666666666666
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403.666666666667
0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,12485.166666666668
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,114.33333333333334
0,0,0,0,0,1,0,4,1,1,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5314.666666666667
0,0,0,2,2,0,0,6,0,2,0,1,0,6,2,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24350.5
0,0,0,2,2,0,0,6,0,2,0,1,0,6,2,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,98.5
0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225.5
0,0,0,0,0,1,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3233.5
0,0,2,2,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,674,0,0,0,0,0,0,0,0,0,0,0,85.06666666666666
2,0,0,0,0,1,0,19,0,6,0,0,2,0,1,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,91.0
0,0,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,439,0,0,0,0,0,0,0,0,0,0,0,32825.50000000001
0,0,0,6,0,6,0,0,0,2,0,1,2,2,0,0,1,0,0,2,0,0,103,0,0,0,0,0,0,0,0,0,0,0,79.23333333333333
2,0,0,2,0,7,4,36,2,7,1,0,0,5,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15842.0
0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,258,0,0,0,0,0,0,0,0,0,0,0,2168.6666666666665
0,0,0,2,1,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,199,0,0,0,0,0,0,0,0,0,0,0,83.78333333333333
0,0,0,0,3,3,2,4,0,2,0,0,0,1,1,0,0,0,0,4,0,0,230,0,0,0,0,0,0,0,0,0,0,0,27046.250000000004
0,0,0,2,3,1,2,0,5,0,0,0,1,0,0,0,1,0,0,0,1,0,485,0,0,0,0,0,0,0,0,0,0,0,76.6
0,1,0,0,2,0,0,3,2,0,0,0,2,1,0,0,0,0,0,0,1,3,451,0,0,0,0,0,0,0,0,0,0,0,15371.5
0,0,0,0,2,1,0,0,1,1,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22148.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2604.4166666666665
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.5
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,998,0,0,0,0,0,0,0,0,0,0,0,177.0
0,0,0,0,2,0,1,0,0,0,4,0,0,0,3,0,1,0,0,3,0,1,1766,0,0,0,0,0,0,0,0,0,0,0,12934.333333333332
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20212.833333333336
0,0,0,2,1,0,3,6,0,0,0,0,2,1,0,0,4,0,0,2,0,0,710,0,0,0,0,0,0,0,0,0,0,0,24097.5
0,0,0,0,0,8,2,57,5,7,0,1,0,6,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25383.33333333333
0,0,0,0,0,8,2,57,5,7,0,1,0,6,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.0
0,0,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,4,0,0,156,0,0,0,0,0,0,0,0,0,0,0,11228.833333333334
0,0,0,0,0,0,2,5,0,2,0,1,0,1,1,0,1,0,0,2,0,0,998,0,0,0,0,0,0,0,0,0,0,0,17944.333333333332
1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,892.6666666666665
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8268.166666666666
0,0,0,4,1,2,0,0,0,0,0,1,2,3,1,0,0,0,0,0,1,0,447,0,0,0,0,0,0,0,0,0,0,0,975.1666666666669
0,0,0,4,1,2,0,0,0,0,0,1,2,3,1,0,0,0,0,0,1,0,447,0,0,0,0,0,0,0,0,0,0,0,87.81666666666666
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12864.5
0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5272.0
0,0,0,0,0,0,0,22,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7754.333333333334
0,0,0,0,0,0,0,22,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.66666666666666
0,0,0,4,1,3,2,90,0,7,0,0,2,7,3,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5644.666666666666
0,0,0,4,1,3,2,90,0,7,0,0,2,7,3,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,79.16666666666666
0,0,0,2,4,1,0,2,0,3,0,0,0,6,3,0,1,0,1,4,1,0,113,0,0,0,0,0,0,0,0,0,0,0,21944.5
0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,1,5,0,0,0,0,427,0,0,0,0,0,0,0,0,0,0,0,5609.5
0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,434.16666666666674
2,0,1,2,1,3,3,0,2,1,0,1,2,5,5,0,5,0,3,2,0,0,847,0,0,0,0,0,0,0,0,0,0,0,5557.833333333333
0,0,0,0,2,0,0,0,0,1,0,0,0,3,0,1,0,0,1,3,2,0,173,0,0,0,0,0,0,0,0,0,0,0,9339.666666666666
0,0,1,2,0,0,0,25,1,1,1,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5303.0
0,0,1,2,0,0,0,25,1,1,1,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.16666666666667
0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,269,0,0,0,0,0,0,0,0,0,0,0,3927.0
0,0,0,0,3,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28998.833333333336
0,0,1,4,0,2,2,28,1,5,0,0,0,8,3,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11849.833333333334
0,0,0,2,1,0,0,0,0,2,0,0,0,3,1,0,0,0,1,3,1,0,259,0,0,0,0,0,0,0,0,0,0,0,9932.833333333332
0,0,0,2,0,0,0,0,0,0,0,0,2,3,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13906.5
0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,789.6666666666667
0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2623.0
2,0,0,2,2,0,0,4,0,1,0,0,2,3,1,4,0,0,0,0,1,0,897,0,0,0,0,0,0,0,0,0,0,0,577.9166666666666
0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7166.5
0,0,2,4,0,2,8,51,1,8,0,0,0,7,5,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8473.0
0,0,0,2,0,0,0,4,0,8,0,3,3,1,3,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1294.0
0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,955,0,0,0,0,0,0,0,0,0,0,0,60.35
0,0,0,4,1,0,3,46,0,7,2,0,0,3,0,0,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7134.166666666666
0,0,0,2,0,0,0,0,0,3,0,0,3,1,0,2,0,0,1,0,0,0,586,0,0,0,0,0,0,0,0,0,0,0,35518.83333333333
0,0,0,2,0,0,0,7,0,1,0,1,0,2,2,0,0,0,0,4,0,0,274,0,0,0,0,0,0,0,0,0,0,0,8881.666666666668
0,0,0,0,4,4,0,21,0,3,1,0,0,11,5,0,1,0,0,4,1,0,524,0,0,0,0,0,0,0,0,0,0,0,2669.4
2,0,0,0,1,0,0,0,0,0,1,0,1,3,1,0,0,0,1,3,1,2,859,0,0,0,0,0,0,0,0,0,0,0,12911.0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267.8333333333333
0,0,0,4,0,2,0,0,0,3,0,2,0,0,2,0,0,0,0,0,1,0,288,0,0,0,0,0,0,0,0,0,0,0,10703.333333333334
0,0,1,2,0,1,0,9,2,2,0,1,2,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7296.666666666666
0,0,1,2,0,2,0,30,0,7,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.33333333333333
0,0,0,2,2,5,0,5,2,3,3,0,0,4,6,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4262.333333333334
0,0,0,4,0,0,0,0,0,3,0,1,2,0,5,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6644.166666666668
0,0,0,2,0,0,0,12,0,5,2,0,0,4,4,0,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14742.0
0,0,0,0,0,0,0,44,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20270.666666666664
0,0,0,0,0,0,0,44,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.16666666666666
0,0,0,0,0,2,0,49,0,4,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11828.666666666668
0,0,0,2,3,0,1,1,0,0,0,1,2,2,0,0,0,0,1,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,2332.0
0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,860,0,0,0,0,0,0,0,0,0,0,0,29302.166666666668
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,171,0,0,0,0,0,0,0,0,0,0,0,107.76666666666668
0,0,1,8,0,0,3,64,0,2,0,0,1,1,6,0,0,4,0,0,2,0,106,0,0,0,0,0,0,0,0,0,0,0,27013.63333333333
0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,24508.83333333333
0,0,1,4,0,1,0,3,0,2,1,3,6,3,4,0,1,0,2,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,9287.533333333333
0,0,0,2,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7163.666666666668
0,0,0,4,0,1,0,0,0,0,2,1,0,1,2,0,0,0,0,3,1,0,460,0,0,0,0,0,0,0,0,0,0,0,7372.300000000001
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253.16666666666669
0,0,0,0,0,3,0,13,0,0,0,0,1,4,3,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12219.266666666666
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1837.8333333333333
0,0,0,2,0,0,0,1,2,2,6,0,5,2,1,0,1,0,0,2,1,0,298,0,0,0,0,0,0,0,0,0,0,0,1073.8333333333333
0,0,0,0,0,2,0,7,0,0,0,1,0,2,3,0,1,0,0,4,1,0,720,0,0,0,0,0,0,0,0,0,0,0,12056.333333333334
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600.833333333333
0,0,2,6,0,2,0,10,0,3,0,5,7,3,1,3,3,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,107.0
0,0,0,2,0,2,0,4,0,4,0,0,4,7,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16632.5
0,0,1,2,0,0,0,0,0,3,0,0,4,2,0,0,0,0,0,4,0,0,825,0,0,0,0,0,0,0,0,0,0,0,13597.5
0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,579.5
